indicator,Best_MAPE,Best_RMSE,Best_MAE,Best_R2,Better,Model
contributing_family_members,15.644375985510369,2760.1479737448617,1076.2250279688342,0.9905539339547352,Single,ensemble
deprivation,85.66213071080784,12299.31889547754,1422.4096696068086,0.9906955462770256,Single,ensemble
empl_rate_ED0-2,4.027791806388356,2.1496135009397137,1.5975568166024687,0.9851762302530732,Single,ensemble
empl_rate_ED3-4,1.3431146711929365,1.302072112386883,0.8746539555528298,0.9959020509379398,Single,ensemble
empl_rate_ED5-8,1.3372806715553585,1.456694806435935,1.0669445139128315,0.9955650261610092,Single,ensemble
employees,3.7220737849026833,25705.329646856608,16946.763522937184,0.9976262031765408,Multi,ensemble
employment_full_time,4.014797511146954,19291.79931681611,12607.861274100462,0.9980085534431994,Single,ensemble
employment_full_time_pct,1.4941621087172074,1.432292495879297,0.912177816427629,0.9944382006066856,Single,ensemble
employment_part_time,7.967640031578043,10357.581700166756,6476.099167861215,0.9940534606426904,Single,ensemble
employment_part_time_pct,5.917324773275261,0.9008236823193928,0.614208960181934,0.9930714104731662,Single,ensemble
fca_epl,61.53851972685437,0.3693692924419898,0.195079313410988,0.3354732799884998,Single,ensemble
fca_no_epl,60.66415969465323,0.3602575553189853,0.1872365066590304,0.4304680543653676,Single,ensemble
housing,18.619978463664943,1.774859006901479,0.9485154137313444,0.9530223567471916,Single,ensemble
involuntary_part_time,5.392946382648907,3367.1863373057954,1144.0660752690817,0.9946481555142546,Single,ensemble
involuntary_part_time_pct,3.874921222068927,3.709208226599241,0.893536911144779,0.9792683844500396,Single,ensemble
involuntary_temporary,7.204602174517509,2595.179814599039,845.3377820009316,0.997116672376216,Single,ensemble
involuntary_temporary_pct,13.49443810483125,1.9728578193392488,0.7915343999624599,0.9987532333765492,Single,ensemble
labour_force,3.264261222427133,38749.08881999523,17370.454750217774,0.9965066646073742,Single,ensemble
long_term_unemployment,14.117518189164798,2949.407232510978,1743.4723059524313,0.9784742813921624,Single,ensemble
long_term_unemployment_rate,10.64234097060192,3.3957326865549056,2.45952860955853,0.942970796044348,Single,ensemble
neets,10.380708128688315,3921.26943545322,2613.4715147208144,0.9917375645776124,Single,ensemble
neets_pop_prc,9.11666580045344,3.991418634415262,1.2689189801760208,0.9020567020597846,Single,ensemble
permanent_employment,4.356687455456374,43203.751249828296,15090.244887917484,0.994051289456354,Single,ensemble
permanent_employment_pct,0.538586368543882,0.9858228428108686,0.2386714684558652,0.9995129198786245,Single,ensemble
persons_low_work,499.83113510299154,15272.394986410352,1819.6600863210365,0.933922349879559,Single,ensemble
persons_risk_poverty,13.837901881413496,11931.94531829087,1379.9258832856372,0.9815162323176968,Single,ensemble
sector_a,30.894490927405176,340336.0921117945,44366.85003657993,-37.020913290829256,Single,ensemble
sector_a_lq,8.667012958693576,0.1356108943208773,0.0836222201635438,0.9595126989795604,Single,ensemble
sector_a_pct,10.85373400419755,0.8208254803555531,0.4269492794790211,0.981005343313365,Single,ensemble
sector_bde,16.08382299781405,3289.6416747063354,1955.673003134911,0.9191545225876896,Single,ensemble
sector_bde_lq,11.652336417478644,0.1466519201419092,0.086879589205963,0.9090365628500324,Single,ensemble
sector_bde_pct,12.805383355570848,0.2881350210748425,0.180515550226443,0.9362817280757948,Single,ensemble
sector_c,6.469825560208031,10588.303987375231,6266.342683167091,0.991394932769628,Single,ensemble
sector_c_lq,4.473035286860666,0.0611535461876739,0.0392612394476502,0.9797923030253004,Single,ensemble
sector_c_pct,5.88312214039619,0.9102789752901,0.6320439147614845,0.9857952608794248,Single,ensemble
sector_f,8.596169314628593,5522.866436103751,3725.40816147185,0.9803577480806096,Single,ensemble
sector_f_lq,6.102791058755256,0.1130380111395189,0.0626268212105456,0.8966482687963343,Single,ensemble
sector_f_pct,6.45580900118436,0.6248947719517167,0.3884389726091713,0.935106044695621,Single,ensemble
sector_g,6.555741561760151,7829.396990649651,4804.637504716798,0.9912362193647868,Single,ensemble
sector_g_lq,4.555103847838896,0.0580146298949005,0.0416430747655365,0.9603039666681072,Single,ensemble
sector_g_pct,4.920983846015884,0.9121562249384244,0.6055839108769905,0.9532341607338084,Single,ensemble
sector_h,7.881183336214489,5243.861160454491,2917.3937982497905,0.9788658552959124,Single,ensemble
sector_h_lq,6.586441178574057,0.0987496887618567,0.0630970486421029,0.9366662530217504,Single,ensemble
sector_h_pct,7.399636063062524,0.5781514472988729,0.3736624506546792,0.9313540364101828,Single,ensemble
sector_i,9.577962434750209,4978.541157950314,2704.654432432804,0.9872462241037968,Single,ensemble
sector_i_lq,8.661167610410063,0.1043614019588351,0.0759768457684946,0.9362332719288156,Single,ensemble
sector_i_pct,9.18068111847653,0.5381205440204659,0.3710538427271009,0.9592786468207066,Single,ensemble
sector_jklmnu,7.979507366754232,12359.016450302252,7544.572850987688,0.993974227741534,Single,ensemble
sector_jklmnu_lq,5.12344534171513,0.054435311299922,0.0365650132464422,0.9807634455886164,Single,ensemble
sector_jklmnu_pct,5.716987460859184,1.0896729202007656,0.7718179925269377,0.98368127953154,Single,ensemble
sector_opq,4.049253252394454,11906.54436887832,7695.172395081675,0.99347164044537,Single,ensemble
sector_opq_lq,3.147770120695889,0.0494355925622619,0.0267181031877554,0.9748729575685008,Single,ensemble
sector_opq_pct,3.268168785642288,1.1938676800022752,0.8239433123584041,0.9841481381702818,Single,ensemble
sector_rst,10.007681177147171,4803.20137956729,2861.302731863823,0.9879084683490248,Single,ensemble
sector_rst_lq,7.90471630256889,0.0926311956495003,0.0605646340714354,0.9300098969084696,Single,ensemble
sector_rst_pct,8.320734074899933,0.423298005964931,0.3032533675677779,0.9519045262218728,Single,ensemble
self_employed,7.360412756693205,8460.511235071503,5218.93709947997,0.991346677173824,Single,ensemble
self_employed_with_employees,10.623137638716177,4026.2944071451934,2434.93807315033,0.9759532793696696,Single,ensemble
self_employed_without_employees,8.439942157228357,7470.057740299306,4541.907936708504,0.9888648362783152,Single,ensemble
skills_isco_0,15.82210493664213,1433.1163496401132,533.33634836231,0.869827463550318,Single,ensemble
skills_isco_1_3,5.410282887061479,17042.142664163755,11441.488448830882,0.9967943123507532,Single,ensemble
skills_isco_1_3_pct,3.3296377500108587,1.941211502052085,1.274424729254476,0.997040210754053,Single,ensemble
skills_isco_4_5,4.516947783936385,18432.365164448296,7900.554673252652,0.9894684152125643,Single,ensemble
skills_isco_4_5_pct,2.6981583338083626,0.8639849708431373,0.6079847067069111,0.9985212231712052,Single,ensemble
