indicator,Multi_MAPE,Single_MAPE,Multi_RMSE,Single_RMSE,Multi_MAE,Single_MAE,Multi_R2,Single_R2,MAPE_Improvement,Better
contributing_family_members,73.17683687812702,21.47105673777326,6090.782271320256,3815.1723247094537,3429.031174948817,1698.6867564941556,0.9540026939846967,0.9819526032963757,-51.70578014035375,Single
deprivation,172.86275974123316,77.49388093883299,14602.18535291267,5010.085158497573,1694.159822265181,579.4512618805483,0.98688511550852,0.998456100694556,-95.36887880240019,Single
empl_rate_ED0-2,117.38698102582626,3.5879047776032444,66.21263719348585,1.9663641696844196,45.69869005788447,1.4251274018652067,-13.064350146040498,0.9875958844686159,-113.799076248223,Single
empl_rate_ED3-4,97.11619970967061,1.2643581701476383,94.02666055048799,1.3038200764508763,66.93336785472806,0.8297666012652851,-20.369703923319655,0.9958910409859545,-95.85184153952297,Single
empl_rate_ED5-8,99.94629020952858,1.3492413947421467,111.37235176183064,1.5048948497782424,81.15487779659932,1.0962944984254306,-24.92439914877404,0.9952666760305882,-98.59704881478643,Single
employees,2.8164591181655143,1.694095221700778,23973.24042174633,16913.56794803167,15850.733224227673,10325.27857725222,0.9979353298894502,0.9989722969297522,-1.1223638964647362,Single
employment_full_time,3.219980882123867,2.023608678727386,23211.52117645936,15899.534898053385,14924.287656688413,9498.19119507348,0.9971170946036467,0.9986473294787644,-1.196372203396481,Single
employment_full_time_pct,98.00244899894147,1.4767185166847063,89.86121790922495,1.4459990733590975,63.89118604092797,0.9308475625105124,-20.89255694588248,0.994331242009512,-96.52573048225676,Single
employment_part_time,14.9129589512406,9.741621234342476,14415.611138883676,7877.891262926022,10037.368179412657,5710.574976380176,0.9884810291392515,0.9965599280479084,-5.171337716898125,Single
employment_part_time_pct,185.84489669473837,5.920341989554454,23.720672646767895,0.768724726087338,17.8508307581813,0.5617655919143163,-3.804179692588164,0.9949544682472735,-179.9245547051839,Single
fca_epl,414.17786000246224,62.888672342129446,0.976362521534007,0.36937549244107554,0.6328512315455512,0.1951647501699167,-3.6431538469793736,0.3354509711516842,-351.2891876603328,Single
fca_no_epl,185.8356252585022,60.63633823681989,0.7188045862417878,0.3597297730225748,0.48907637623626943,0.18439706617083393,-1.2673239352894803,0.4321355763383645,-125.19928702168232,Single
housing,112.7545863826889,17.872251409341118,15.73517266957715,1.6301188501852109,9.24987899627578,0.8639154734203744,-2.692381224122174,0.9603720098021774,-94.88233497334777,Single
involuntary_part_time,14.34866610505035,1.663474724108878e-08,2096.0142697371307,4.581657113783338e-06,1359.6280097367091,1.8594130294028824e-06,0.9979262440070076,1.0,-14.348666088415603,Single
involuntary_part_time_pct,422.4494179790451,0.0023713544803037447,93.25635547804589,0.0011631929457956785,50.11923151887345,0.0003792607210186105,-12.104715465484498,0.9999999979612019,-422.44704662456473,Single
involuntary_temporary,27.266755803184672,8.623207275765938e-06,2674.2633849615304,0.0005978957315588469,1392.5258856619337,0.00022303146864563434,0.9969382661202723,0.9999999999999999,-27.266747179977397,Single
involuntary_temporary_pct,347.0661996718816,0.00258990193567482,275.327401807236,0.0006712555327016871,105.88111628197241,0.0003225013080799351,-23.282447891779235,0.9999999998556658,-347.0636097699459,Single
labour_force,2.2453105427894053,1.3857670676949494,25818.052129873042,16246.018102665987,16728.238947499874,10123.193920610944,0.9984491698290092,0.9993859395020701,-0.859543475094456,Single
long_term_unemployment,36.45062025693864,17.40574096702272,6673.0316361267805,3255.175974660928,3836.856006189379,2027.4240395179554,0.8898119380432159,0.9737797323890887,-19.044879289915922,Single
long_term_unemployment_rate,172.42811974528252,10.485849730786343,55.58524209163389,3.3721794941930727,39.311385499603226,2.4140145216793076,-14.280913675846161,0.9437591746188937,-161.94227001449616,Single
neets,18.17731767142954,12.272702816376329,7154.425110708889,4166.639829527644,4451.957166902057,2834.6550396467305,0.9724954721768375,0.9906711817558297,-5.904614855053213,Single
neets_pop_prc,180.05649094946338,8.462767566091994,27.351428377027357,1.0848667550713729,17.338500684791196,0.7772484388108829,-3.599177651675638,0.9927644264265677,-171.5937233833714,Single
permanent_employment,0.20233398696159413,6.966189907201171e-07,1043.0036820988769,0.003268195263940141,546.3982230654891,0.0015627147258298162,0.9999965330178422,1.0,-0.20233329034260342,Single
permanent_employment_pct,98.28884730126248,0.002283469733416705,105.86249708531513,0.002002066559588893,64.21074998424508,0.0009217057895601973,-4.616773605765739,0.9999999979910937,-98.28656383152907,Single
persons_low_work,109.08335658376183,20.59917340565311,2884.0734207816513,1.6219085753981295,338.07386805187224,0.9687239650837259,0.997643578811471,0.9999999992547653,-88.48418317810871,Single
persons_risk_poverty,122.01648148280195,9.923038640862712,5689.3230057600995,1.818062284934716,671.250832357984,1.0852693739727295,0.995797679471808,0.9999999995708734,-112.09344284193925,Single
sector_a,46.00877469123389,13.509070364337308,8854.574998179269,6928.550650327617,5894.967000524236,3209.1660890573494,0.9742639453163194,0.9842423546607032,-32.499704326896584,Single
sector_a_lq,148.11733814494076,8.678350765408263,2.567641721070592,0.14727929373388143,1.3364090983887082,0.08671903306219984,-13.514380838086037,0.9522456374447051,-139.4389873795325,Single
sector_a_pct,196.65814035610336,12.466279621891632,11.71168277773502,0.618723841543726,5.19570640840129,0.3570935372284979,-2.8669485216102415,0.9892074643519375,-184.19186073421173,Single
sector_bde,40.78221223889879,16.84942280154117,5260.74569939789,3106.600325003732,3485.591849658287,1902.351657899941,0.793246363012157,0.9279009890772256,-23.932789437357627,Single
sector_bde_lq,134.85191259624253,11.315869598206763,1.7648749107679367,0.1384506979300314,1.0351893241428238,0.08419403528800945,-12.174047151822304,0.9189259900916379,-123.53604299803578,Single
sector_bde_pct,135.85583517478193,12.950785451942131,3.337011817938471,0.27500253635147526,2.0426523317021616,0.17514776078810465,-7.546482026795752,0.9419576092038368,-122.9050497228398,Single
sector_c,13.757468749577159,6.195225517309308,12689.541081881349,9762.089243508806,9019.18110984071,5494.183591194185,0.9876407164124077,0.9926854601152058,-7.562243232267852,Single
sector_c_lq,121.90908006833064,4.235678918893304,1.353218591307522,0.06134754319794776,0.9226706147490252,0.03832729462261184,-8.894855130031756,0.9796638901659547,-117.67340114943734,Single
sector_c_pct,119.36645742008231,5.462017620020552,20.441766268522155,0.7834066750802409,12.952621508349772,0.5732330806522722,-6.163430878243937,0.9894789575358716,-113.90443980006178,Single
sector_f,15.867972366048269,8.363165879531596,9408.091071559478,6051.007103228762,6960.917970776452,3891.2638102110195,0.9430012644619098,0.9764214267983519,-7.504806486516673,Single
sector_f_lq,120.2078866883302,5.846785758266726,1.627906351683613,0.11435735515594253,1.1114516448258085,0.06246952138211088,-20.435201763310225,0.8942216117500724,-114.36110093006346,Single
sector_f_pct,117.63078707578012,6.472649258847152,10.727387767673493,0.6678106044464036,7.451273173859028,0.4158285477005318,-18.123986212456888,0.9258865406461383,-111.15813781693298,Single
sector_g,10.331580083840173,5.317328570286624,12514.970772494065,7914.150226979851,8853.72627946808,4982.76656059649,0.97760791425499,0.9910454565372733,-5.01425151355355,Single
sector_g_lq,97.57519592793884,4.543082842059868,1.3752536567876705,0.055700194497122435,0.9212114653551743,0.04171276632232311,-21.30682069658605,0.9634080559737414,-93.03211308587896,Single
sector_g_pct,102.10123848721106,5.150744367953687,19.325663248705933,0.9334552451397696,12.617555746672984,0.6373609359291955,-19.992255103450532,0.9510246801671084,-96.95049411925739,Single
sector_h,15.820548488976547,8.211366956597823,8393.20562906253,4598.931175816256,5428.820264631172,3009.1081786362756,0.9458575338021435,0.9837446573618462,-7.609181532378724,Single
sector_h_lq,105.25228269433215,5.887125373582864,1.430046374172422,0.07326513456147482,0.9920496360100622,0.051828662317816354,-12.28201462414589,0.9651375090218699,-99.36515732074929,Single
sector_h_pct,99.62880149901522,6.839283699101753,7.513719841207302,0.46089197504420437,5.031922288161722,0.33011238866434545,-10.594226142089171,0.9563755400135324,-92.78951779991347,Single
sector_i,16.371342716654784,9.956962061176105,8107.835795320593,4855.416167223869,4813.116333753231,3059.5522778468676,0.9661744811566046,0.9878692543171823,-6.41438065547868,Single
sector_i_lq,134.84577595004637,8.227652479309375,1.9195176129556886,0.09887653114297901,1.2715334331102774,0.07013205682906543,-20.572403110726455,0.9427598493917199,-126.618123470737,Single
sector_i_pct,189.23697237525423,9.34561323578155,12.839052751594256,0.5274242160674603,7.8839927128492615,0.37442510143931057,-22.18083216571534,0.9608814103956573,-179.89135913947268,Single
sector_jklmnu,13.270963635599745,6.693280649606984,13679.971486715058,9145.557921885134,9387.875245983021,6087.241084422784,0.9926172990405095,0.9967003695533748,-6.577682985992761,Single
sector_jklmnu_lq,98.69796463800424,4.545267434051622,1.1989703354706664,0.04876684441738531,0.8158523630797713,0.032155638431686784,-8.332172108040886,0.9845611420178386,-94.15269720395261,Single
sector_jklmnu_pct,110.15149846111456,5.632244733672459,21.482998907289137,1.1392614996242874,14.925742345047196,0.7472206308001734,-5.342837708929168,0.9821622271684489,-104.5192537274421,Single
sector_opq,5.967204495303792,4.687494372646241,14125.338346700233,9314.663337565164,10002.55850471979,6282.61153222403,0.9908118026460009,0.9960045387634425,-1.279710122657552,Single
sector_opq_lq,136.0934164623206,2.681826703602604,1.863670610461125,0.0514217916365565,1.2388543197822062,0.027148833060591453,-34.710850849345725,0.9728133126244353,-133.411589758718,Single
sector_opq_pct,125.02534920509665,3.254882349143996,42.31834940957068,1.3409540637573627,29.91662246324622,0.8504562545788019,-18.917064409161927,0.9800015798107352,-121.77046685595265,Single
sector_rst,23.628167356053805,9.420203727839887,8851.784055636825,3893.6671806179615,5881.040887615006,2396.950564748915,0.9589340997916322,0.9920542045727831,-14.207963628213916,Single
sector_rst_lq,85.12174994660091,7.553812134174606,1.017660298380084,0.08868257680592971,0.709150336740332,0.0603432490861681,-7.447491381200168,0.935849698624183,-77.56793781242631,Single
sector_rst_pct,109.64715403109837,7.970127102766561,5.255662531420546,0.42294858152721,3.818566832378984,0.306540499437075,-6.414241096669859,0.9519838972429434,-101.6770269283318,Single
self_employed,10.011258478678585,5.777015389625137,17450.00495374936,8420.691373894559,9116.845461268786,5133.890345030388,0.9631887298981467,0.9914279401674192,-4.234243089053448,Single
self_employed_with_employees,21.07923664845403,10.636342132895518,6600.664404498319,4418.4792686166165,4604.1410767819425,2794.967482380483,0.9353720906003756,0.9710405409265694,-10.442894515558516,Single
self_employed_without_employees,13.913119720123646,7.954500223404433,14704.776673837681,7982.544289166532,7440.599200834438,4695.532912872466,0.9568515146017562,0.9872845608756338,-5.958619496719213,Single
skills_isco_0,44.106350314510266,15.204066538135939,2659.980541313056,1405.6417238848348,1507.3411248447314,515.9788458232132,0.5515506640923855,0.8747707597479197,-28.902283776374325,Single
skills_isco_1_3,5.850119663098405,4.249858199959525,18426.748363555977,11774.217343303835,12929.458590011798,8728.687917548139,0.9962522533804392,0.99846983977954,-1.60026146313888,Single
skills_isco_1_3_pct,104.17574770339424,3.181481536633924,60.362223333554965,1.6845924545009716,42.35935587646114,1.1940566491918487,-1.8618412006669565,0.9977710271518292,-100.9942661667603,Single
skills_isco_4_5,5.893299627279593,3.4608285008497033,16082.463899558688,12681.923458297528,10245.765174861088,6198.836169267363,0.991982540632199,0.9950145788413102,-2.4324711264298893,Single
skills_isco_4_5_pct,128.76173705248752,2.4010282489893444,45.28136738808187,0.8205294356974459,31.145435193222262,0.541498884945605,-3.0619009336781664,0.9986662372249934,-126.36070880349818,Single
skills_isco_6_8,6.557096654960026,5.482926912994202,13802.162551004916,8842.757787605797,8661.819708148527,5177.007888398906,0.9958834831307459,0.9983102942479029,-1.074169741965824,Single
skills_isco_6_8_pct,185.28992356396932,5.507395290536984,60.162027736327964,1.5198837177920153,37.491987516327654,1.0336374808059652,-0.2324263611954136,0.9992134310960654,-179.78252827343232,Single
skills_isco_9,16.041750331188574,7.635731463232285,11047.427574393607,7094.0499325044475,7927.205386282074,3858.4697587160113,0.9793028202998629,0.9914655148661357,-8.40601886795629,Single
skills_isco_9_pct,136.75688493913555,6.575611237180315,16.16344674807741,0.7859964963614929,10.588293870128277,0.4631939616274866,-2.9436360227645544,0.9906745436890986,-130.18127370195523,Single
temporary_employment,3.6522515812271603,5.602244887022811e-07,1892.5594663281931,0.0004021180266293918,1056.5248131232922,0.00019211093237875805,0.9995995288528122,1.0,-3.6522510210026713,Single
temporary_employment_pct,168.0716560479803,0.030477607099966334,20.47654008557406,0.004155843219401986,12.179356530327112,0.0019246466556346084,-6.607054767770661,0.9999996866557701,-168.04117844088032,Single
total_employment,2.425600899031173,1.384025577059243,24381.480215066207,18116.71768395858,15646.084460934422,10749.147660356317,0.9983854186579157,0.9991085462296215,-1.04157532197193,Single
total_employment_rate,93.38672912430837,0.9854002868014975,89.907869317691,0.897502620336028,63.16389353738545,0.6762152898849046,-20.178588451204316,0.9978895598028471,-92.40132883750688,Single
unemployment,18.499191402618013,11.351706732169594,10327.638402689874,7004.801991759517,6493.250527154964,4467.805571212568,0.9700411897808288,0.9862179366736908,-7.147484670448417,Single
unemployment_rate,242.7231590027721,10.404047510879785,17.37447371013565,0.9213713078939568,10.97182325007054,0.5588833108896781,-18.405200564192707,0.9454287141469656,-232.31911149189227,Single
weekly_hours,99.90996360356803,0.609159676073238,49.95562329338534,0.31598785367876725,35.99136719853851,0.21502333526073586,-25.459663907741092,0.998941340406426,-99.3008039274948,Single
youth_employment,7.831918399258588,4.029859006629626,12797.791787907016,8807.861795539167,8873.02351937207,5263.7574288857,0.9892466797267359,0.9949065331558319,-3.802059392628962,Single
youth_employment_rate,85.74885301935613,3.4708330767068416,61.2181502108684,2.241097157616746,41.78478632575903,1.4385390605889354,-6.9836042744027,0.9893005866420045,-82.2780199426493,Single
youth_long_term_unemployment_rate,485.58399563240647,13.233221888296065,15.693848992555454,0.8644755518788915,9.64164669016746,0.37138171465813685,-23.590283963287593,0.9253877672942548,-472.3507737441104,Single
youth_unemployment,23.14755311333203,12.200513775774859,5029.238809039172,3483.830149347015,3154.240479888699,2074.119345708146,0.9358852011782912,0.9692342353140746,-10.947039337557172,Single
youth_unemployment_rate,240.20542866175435,11.376248018079727,29.889265121746696,1.9470463177100483,19.411898813906575,1.254395953417421,-19.060329351572868,0.9148744070014289,-228.82918064367465,Single
